1000 9883
820 986
307 521
218 116
203 1000
911 269
30 287
750 398
808 881
254 761
226 570
833 450
100 199
602 129
234 781
491 114
826 585
904 307
373 554
228 355
30 569
764 467
217 982
971 205
222 321
504 158
445 254
975 224
636 215
1 946
347 708
356 542
105 794
948 378
477 830
706 308
302 315
819 207
549 986
515 710
493 564
406 222
978 916
286 879
659 333
865 270
387 488
329 850
814 321
377 212
340 456
895 190
157 883
638 404
552 127
154 708
827 807
176 640
408 407
596 104
762 336
581 252
605 230
958 251
36 167
849 572
352 116
6 523
888 422
742 257
779 265
28 771
603 973
859 615
325 335
258 280
866 613
387 932
923 534
528 166
141 621
642 178
440 518
99 779
512 682
106 449
931 176
590 919
410 737
162 94
917 222
627 750
390 182
659 337
256 255
280 316
501 822
262 892
708 196
410 899
553 797
751 102
521 511
632 470
725 519
962 347
892 24
310 643
436 54
8 277
941 987
356 333
138 920
268 991
802 355
720 24
99 421
998 871
179 381
588 231
263 913
217 163
914 11
18 84
354 300
403 754
922 526
795 820
235 835
417 465
31 370
907 152
554 181
826 830
187 548
387 38
62 484
321 830
929 575
605 518
537 798
980 200
279 125
265 983
639 379
987 970
77 391
313 225
459 537
226 356
799 523
123 980
92 669
308 834
62 849
304 437
819 374
508 717
491 793
737 961
849 655
452 900
970 857
790 36
304 147
733 166
987 288
864 443
519 303
480 436
618 230
719 868
546 506
379 535
200 162
312 476
884 212
915 738
134 117
945 888
621 999
358 663
34 57
779 241
822 177
668 559
885 863
483 307
85 459
466 703
547 762
846 938
8 674
355 845
656 802
221 780
707 369
655 241
751 856
592 63
189 351
227 20
172 659
947 815
105 688
514 918
995 27
227 101
899 961
829 384
260 141
874 891
627 839
967 502
870 711
299 830
156 861
585 629
736 743
398 902
903 671
944 980
182 628
145 487
153 521
929 371
991 547
297 563
571 501
2 8
595 507
867 638
232 755
124 929
343 641
328 166
292 833
224 119
277 243
81 914
482 691
512 628
70 458
135 350
607 753
903 240
259 78
673 679
546 431
675 17
824 821
901 991
349 931
709 714
814 535
449 545
977 264
885 642
742 789
212 768
217 686
919 119
419 666
739 529
258 772
336 44
599 101
214 205
238 199
223 273
501 671
194 57
364 745
38 878
630 756
406 898
214 704
119 113
411 824
735 283
937 464
919 576
977 983
541 206
9 965
731 114
288 156
237 407
899 940
645 176
21 886
14 481
189 412
536 609
946 320
31 678
433 403
533 952
889 378
249 155
801 572
70 987
731 831
588 668
607 128
887 472
504 839
286 643
143 970
40 41
59 263
22 137
593 835
398 493
671 756
843 391
277 309
867 525
45 953
945 363
733 460
384 421
258 386
472 758
907 514
89 830
54 824
992 185
223 915
220 31
837 463
140 817
414 400
271 553
222 896
903 212
907 17
940 731
56 699
76 518
591 353
483 540
