955 2506
504 265
432 939
491 190
849 800
522 467
105 478
897 448
2 699
591 367
648 111
334 854
493 6
673 566
267 712
109 399
881 510
717 667
245 848
161 139
197 733
519 782
719 13
27 5
696 36
860 117
911 714
207 548
427 786
84 635
912 524
213 558
661 859
10 588
428 709
675 370
323 425
437 689
592 435
59 9
27 599
616 718
843 831
37 135
312 837
77 635
838 59
805 375
883 734
6 745
776 813
907 5
546 479
772 33
589 848
702 728
221 641
239 230
812 715
338 168
120 91
817 176
476 900
115 477
243 711
688 584
250 226
876 114
56 941
699 901
85 558
675 514
285 615
490 324
98 842
929 538
67 297
379 523
302 672
832 918
244 343
445 807
193 684
425 331
557 658
778 705
268 951
72 154
342 693
423 58
867 781
101 838
161 15
255 891
618 319
775 438
65 939
703 526
28 627
529 178
640 512
916 376
505 912
562 753
586 577
399 681
661 556
827 361
305 533
288 537
235 447
101 847
526 789
905 33
508 268
492 598
92 243
152 136
655 662
283 351
389 310
912 76
533 916
698 14
475 468
475 923
440 167
390 778
228 270
770 876
400 655
627 13
846 809
455 294
463 113
422 352
524 786
446 703
56 160
440 63
186 559
753 193
418 193
348 85
721 920
258 950
423 80
915 903
829 774
405 467
518 744
709 370
232 10
547 190
714 24
346 421
904 486
477 85
871 873
954 576
538 157
802 242
577 78
728 771
691 222
737 75
75 684
465 837
302 543
267 30
385 81
109 239
131 639
632 824
119 768
649 325
892 807
127 415
642 145
259 744
350 545
242 150
852 405
375 150
285 351
582 928
128 450
356 801
914 592
510 49
20 924
79 713
133 86
947 135
45 447
659 904
126 556
258 351
153 51
653 503
688 753
229 772
673 259
775 633
44 517
946 787
657 346
953 835
440 212
21 712
445 264
764 125
360 875
715 502
441 750
597 902
196 545
505 521
860 498
496 234
562 933
871 722
655 801
712 297
72 638
472 67
474 164
647 776
106 648
585 800
889 927
148 546
275 154
3 875
821 235
156 263
611 174
740 522
393 929
373 73
233 802
15 286
487 877
954 201
419 661
669 791
688 346
523 686
868 864
255 929
473 380
630 311
481 268
154 512
907 521
61 487
762 557
506 162
778 835
620 392
680 130
148 408
378 858
886 79
137 348
28 834
307 556
883 759
131 305
723 862
924 933
855 644
944 61
915 154
425 490
654 867
10 251
525 520
213 838
468 434
934 293
810 869
941 141
144 669
109 59
458 501
351 621
849 57
194 677
376 192
121 822
30 621
307 351
385 172
829 307
77 558
650 13
82 494
927 571
712 133
722 746
662 267
903 192
23 711
815 241
492 205
145 39
75 287
443 710
420 559
911 413
931 455
845 181
884 571
775 771
335 824
283 917
505 549
741 955
796 419
485 439
674 603
897 607
44 535
577 759
134 508
910 824
124 200
490 591
254 906
662 519
661 944
683 85
527 278
321 501
222 169
885 290
759 407
856 686
16 410
457 120
811 243
671 391
621 728
72 897
255 814
535 663
776 627
464 373
924 494
476 65
412 871
861 581
86 872
79 696
597 59
875 297
308 445
932 922
520 381
459 59
91 194
431 433
641 898
87 531
589 535
588 737
576 249
188 247
831 229
231 766
823 303
193 230
367 14
576 104
244 721
794 652
905 391
46 124
584 248
56 561
92 458
733 161
867 245
173 444
523 929
907 955
639 345
253 356
254 114
897 318
662 640
755 30
340 639
253 170
592 833
336 15
393 645
603 544
443 56
537 495
847 83
429 406
894 800
213 105
385 16
171 611
408 175
176 448
910 559
450 684
489 671
181 113
148 644
58 435
319 264
858 151
604 74
240 55
275 101
443 650
153 219
125 336
652 376
700 805
562 335
524 410
549 83
146 592
4 345
689 27
241 295
760 411
335 95
836 528
375 180
341 713
88 280
861 568
510 420
418 776
554 851
297 669
644 940
142 605
709 64
7 795
879 47
43 209
304 553
620 309
237 358
847 264
885 432
939 949
670 153
529 516
668 437
353 581
567 742
295 641
372 833
181 671
827 766
828 903
631 237
869 253
634 665
925 358
109 590
832 652
340 486
89 546
770 728
951 710
883 235
522 511
832 118
98 861
536 362
171 929
281 468
262 662
672 425
639 862
325 861
553 551
788 397
929 162
789 948
497 838
5 523
834 607
120 38
210 421
545 219
87 596
345 109
825 315
519 874
412 762
317 923
98 440
315 930
944 952
908 662
945 559
468 877
378 664
752 272
735 233
741 754
302 492
795 529
436 712
327 284
315 548
864 131
737 395
812 99
188 792
763 660
623 286
789 258
223 529
174 334
582 315
503 731
181 664
424 814
849 424
322 350
947 260
549 653
201 509
685 83
762 848
946 798
360 239
929 607
714 104
811 901
614 385
54 710
747 224
289 584
487 293
14 717
844 16
40 177
293 161
761 265
465 210
30 442
575 498
731 654
660 642
383 46
419 737
367 714
540 936
279 227
282 5
362 343
23 857
1 30
561 70
502 86
510 951
33 208
290 737
827 263
191 638
616 508
262 635
800 227
234 393
805 905
882 611
571 935
856 709
70 473
773 609
63 608
798 635
730 341
947 561
334 728
529 150
31 343
253 451
273 698
807 502
22 878
72 641
605 617
254 34
475 307
738 503
25 64
83 259
669 536
18 915
737 181
674 22
213 637
438 914
756 70
10 246
213 376
196 157
124 821
948 887
738 287
7 280
375 937
216 387
162 707
145 460
608 164
239 467
636 504
812 470
792 126
474 61
627 497
276 855
426 184
835 28
232 103
267 600
658 456
162 421
110 471
630 308
778 420
941 920
11 709
161 126
749 410
387 115
906 951
744 550
949 564
730 723
768 631
911 556
216 656
573 883
775 219
834 126
48 555
391 722
32 44
161 819
341 154
813 106
835 943
358 329
52 281
36 627
401 85
644 114
132 772
277 290
315 845
942 635
561 565
158 639
15 4
294 197
756 944
423 803
870 818
692 472
574 599
396 263
380 412
901 180
705 851
389 864
946 543
74 29
665 107
42 132
133 363
279 284
84 511
141 678
293 21
557 94
596 402
782 630
744 645
618 92
759 548
17 520
144 70
681 770
561 244
781 145
488 200
472 717
633 892
133 195
504 659
214 696
490 938
15 372
878 196
646 757
149 510
266 596
304 495
727 33
837 929
182 53
577 758
742 221
411 664
953 275
767 47
627 738
405 907
285 421
325 798
298 469
715 394
717 813
923 217
545 337
512 390
14 698
254 287
933 789
19 301
133 346
596 561
909 578
380 798
34 841
437 316
85 362
30 208
14 355
384 599
901 579
256 273
271 41
311 873
138 375
546 600
248 5
251 188
473 311
904 471
423 225
723 432
672 882
88 260
553 267
186 519
902 268
857 458
231 899
108 1
380 43
149 892
351 464
209 116
22 352
502 265
820 572
36 338
550 507
109 617
40 523
752 783
789 189
495 545
23 206
466 150
748 471
362 867
18 308
147 40
447 430
140 518
289 271
492 274
917 868
404 499
405 491
388 85
656 103
123 605
346 142
667 50
524 665
321 626
939 216
21 40
935 540
827 127
408 223
448 438
448 891
36 20
242 772
59 216
231 945
450 591
384 386
459 80
6 82
282 763
463 247
483 86
653 302
881 564
597 267
728 11
616 704
194 523
601 249
34 877
129 297
317 592
606 112
780 917
359 867
571 190
864 420
761 364
253 242
537 502
760 626
928 47
943 715
105 866
823 413
72 442
464 442
65 28
763 552
303 467
359 157
180 593
270 384
96 352
519 480
582 191
307 504
308 551
40 648
516 918
222 229
721 375
83 482
616 91
796 761
780 611
417 917
399 151
754 249
33 552
27 591
203 911
661 780
222 434
4 1
280 522
81 303
941 502
27 791
32 277
140 14
440 58
938 786
779 794
409 91
559 936
229 53
639 857
91 60
805 925
681 647
810 488
918 537
465 231
470 751
714 140
71 505
126 323
148 359
367 711
116 83
443 293
399 923
110 561
795 728
365 803
193 693
213 783
340 889
645 877
263 503
135 708
725 361
83 729
822 331
675 440
671 114
341 950
146 891
789 670
209 364
137 31
486 954
433 14
91 832
459 811
44 416
615 358
653 250
414 139
658 592
456 563
607 631
166 438
4 277
885 684
744 901
468 781
602 600
205 825
522 83
341 500
796 451
373 195
447 844
66 749
30 927
308 168
531 827
702 344
230 914
341 757
183 520
157 201
766 324
750 841
383 65
443 219
483 96
158 802
250 707
750 365
219 816
869 572
808 504
702 323
760 490
468 573
469 842
79 720
461 53
947 387
375 30
105 219
412 753
358 511
313 6
538 28
685 155
448 133
30 638
877 766
605 68
678 335
112 274
386 538
670 85
954 191
361 405
65 458
857 483
771 217
830 494
280 81
407 86
742 714
785 98
643 348
311 783
256 575
352 649
666 80
503 371
732 612
35 492
749 625
143 230
118 787
180 885
321 563
233 689
517 275
46 717
397 149
218 658
596 355
329 467
176 606
893 874
640 103
509 97
477 685
739 166
538 586
689 91
728 405
138 849
52 282
491 273
769 694
533 368
185 772
353 590
241 922
837 645
659 934
716 602
309 476
496 796
799 567
412 589
272 397
646 833
863 554
534 542
648 32
542 117
600 902
547 74
